lead_time,no_of_special_requests,avg_price_per_room,arrival_month,Unnamed: 0,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,booking_status
147,0,95.65247844628169,4,14943,24,3,0,1,0,0
156,1,118.43837288716664,6,10865,12,3,1,1,0,0
258,0,109.38857215904176,6,15472,15,3,2,0,0,0
300,0,89.23469724363558,10,36136,6,3,1,1,0,0
186,0,105.34131970496463,7,29182,26,4,3,0,0,0
266,0,110.58437890242546,9,13081,20,3,2,0,0,0
305,0,73.18089727498084,9,11461,26,3,1,0,0,0
45,0,109.2626684072922,5,5471,24,4,1,1,0,0
68,0,105.71463480023499,8,15580,18,4,2,1,0,0
62,0,176.17992561034293,6,31557,19,4,2,0,0,0
158,0,98.58322415022093,10,18638,20,3,2,0,0,0
170,0,112.15956677563166,10,7206,7,4,1,2,0,0
37,0,132.410210799883,8,9554,6,4,2,1,0,0
92,0,103.57879863488517,5,3694,16,4,2,0,0,0
82,0,103.94210861471085,4,3956,13,4,3,1,0,0
52,0,111.04044323354944,5,23154,27,4,3,0,0,0
169,0,69.88790245237448,6,25081,22,3,5,2,2,0
82,0,125.66092131421867,11,9118,22,4,1,0,0,0
97,0,146.79321751011688,7,2516,13,4,3,0,0,0
303,0,90.03639776110825,10,21726,3,3,2,1,0,0
27,0,120.98007546439506,6,26635,10,4,1,0,0,0
41,0,88.0984338475354,1,13165,14,3,2,0,0,0
163,0,89.53458853744324,4,9018,24,3,2,1,0,0
82,0,117.21852762094474,6,13898,13,4,3,0,0,0
44,0,156.73475373039577,6,23231,2,4,2,2,0,0
87,0,78.93105550298559,4,1091,18,4,3,0,0,0
101,0,102.27355057513125,10,25190,16,3,1,0,1,0
176,0,73.09441486240516,9,11411,17,3,1,0,0,0
118,0,85.36942831585989,7,12332,11,3,1,0,0,0
31,0,106.08204785969534,8,24150,16,4,0,1,0,0
100,0,100.54051363457152,9,7158,15,4,1,0,0,0
85,0,161.81966464759284,7,1565,22,4,1,1,0,0
6,0,126.06912005710562,4,444,4,4,4,2,0,0
143,0,114.37374932363403,5,15307,25,3,0,2,0,0
183,0,73.27265222359763,9,29604,18,3,1,0,0,0
178,0,111.09493609528396,8,25912,3,3,4,1,0,0
64,0,109.78765161843909,5,11972,13,4,1,1,2,0
21,0,99.5769812731216,5,30729,3,3,0,2,0,0
216,0,109.30909007677432,9,17598,6,3,1,1,0,0
44,1,87.22454470028343,7,29629,19,4,2,1,1,0
59,0,78.26090479517562,2,15365,27,3,1,1,0,0
12,0,140.83506803059095,7,30098,11,4,2,0,2,0
298,0,115.0,7,32601,26,3,1,0,1,0
52,0,88.90537877606138,11,13393,13,4,4,1,0,0
310,0,96.5058892749104,9,3152,7,4,3,0,0,0
65,0,110.7756653194277,8,15579,15,4,2,1,0,0
180,0,129.93748707677594,6,18457,16,3,2,0,0,0
27,0,84.41590068233577,8,3330,9,4,2,0,3,0
176,0,121.76454821950442,6,20734,20,3,3,0,0,0
211,0,135.07024929839736,8,25087,10,3,2,0,0,0
24,0,121.14565142439768,7,10513,16,4,2,0,0,0
47,0,138.84050884597545,6,3204,4,4,1,1,0,0
104,0,114.42790596829127,10,1722,6,4,2,0,0,0
180,0,108.98718997818943,9,29488,1,4,1,1,0,0
27,0,142.78359350597808,4,11125,11,4,3,1,1,0
133,0,98.63751731987573,5,13456,27,4,1,1,0,0
139,0,138.9027928741994,7,5126,22,4,1,2,0,0
217,0,109.32418073923033,8,9869,4,3,1,0,0,0
106,0,79.39079726146244,11,15928,11,3,1,1,2,0
220,0,126.53244037073632,6,33225,6,3,2,0,0,0
27,0,87.88264879331575,5,31692,16,3,1,0,2,0
187,0,126.03300413150659,6,23828,13,3,2,0,0,0
209,0,99.6817297168626,5,30133,20,3,2,0,0,0
149,0,215.61508093102017,9,24349,21,4,2,1,0,0
80,0,101.45450463775268,11,23565,16,3,0,1,0,0
18,0,86.04821465646612,2,8774,17,2,2,0,0,0
381,1,115.0,10,4371,18,4,0,1,1,0
47,0,103.68372885042031,6,19028,30,4,2,1,1,0
90,0,81.63005842000393,6,25737,22,3,2,1,0,0
166,0,110.0,11,5409,1,4,3,0,0,0
167,0,73.21043339456398,9,16540,10,4,2,1,2,0
206,0,150.7229775748221,7,17743,5,3,2,1,0,0
5,0,147.91756592724977,7,29861,6,4,1,0,2,0
101,0,88.11950632647526,5,19517,13,3,3,0,0,0
298,0,84.04331426846854,8,20236,21,3,3,1,0,0
24,1,135.20769871501022,9,19757,20,4,4,1,2,0
29,0,146.08469333988768,9,1357,2,4,1,2,0,0
267,0,99.96404792672328,9,13216,6,3,1,0,2,0
144,0,94.5,7,26965,24,4,4,0,0,0
16,0,109.98073938370513,4,9805,25,3,0,1,0,0
173,0,122.02237123126146,7,33088,15,3,1,0,0,0
122,0,85.0,4,15961,15,3,2,0,0,0
279,0,101.67386630513764,6,25051,15,3,2,0,0,0
62,0,116.633206013137,5,11306,12,3,3,1,0,0
154,0,95.63948326124064,7,30336,8,4,3,0,3,0
96,0,141.4851662185449,7,17215,24,3,1,0,0,0
48,0,97.74222498383794,3,13322,21,4,1,0,0,0
281,0,94.7968384390552,9,22305,6,3,3,0,0,0
214,0,91.44246399021557,8,9976,12,4,1,1,0,0
262,0,100.4754391050425,8,21114,28,3,3,1,0,0
116,0,98.45528932696075,9,28165,15,3,2,0,0,0
29,0,164.34046165022198,9,399,2,4,1,1,0,0
23,0,108.39410354815115,5,36199,27,4,4,2,1,0
202,0,102.81492579281662,10,11346,6,4,4,1,0,0
42,1,147.5230622235482,8,8711,25,4,2,0,0,0
34,0,65.7176414718945,8,13328,15,2,1,0,0,0
77,0,124.28627743490816,5,24758,13,3,3,1,0,0
287,0,127.01789525646714,7,23033,21,3,2,0,1,0
130,0,124.96452123557452,5,32215,4,4,2,0,0,0
60,0,92.73939646820314,9,21121,18,4,0,0,0,0
8,0,97.92018630525129,5,1511,11,4,1,0,3,0
52,0,92.2562336541432,8,20137,16,4,3,1,0,0
38,1,90.6239059524151,8,13994,26,3,3,1,2,0
243,0,86.14795337583566,9,35826,3,4,1,0,1,0
93,0,122.98243988861839,6,23395,13,3,2,0,0,0
41,0,106.9526712239618,6,30313,11,4,1,0,1,0
298,0,92.31787929222047,6,25170,18,3,2,0,0,0
61,0,116.68657732009999,6,23046,27,4,2,0,0,0
188,1,116.28878644790383,8,23984,6,3,2,0,0,0
185,0,181.14364592495522,6,2461,7,4,3,2,0,0
192,0,106.02622035068694,8,6047,8,2,1,1,0,0
83,1,78.76288531270473,8,20168,14,4,3,1,3,0
83,0,112.09355281868739,8,35170,22,3,4,0,0,0
192,0,94.20567878309234,8,12828,12,4,1,1,0,0
287,0,66.82074770239517,11,27213,24,3,3,1,2,0
162,1,103.35147270805298,9,12805,19,4,4,1,0,0
97,0,102.10626077159057,8,31239,15,3,1,0,1,0
11,1,75.23833214562664,11,28743,26,4,2,2,2,0
130,0,135.47918418385706,8,32674,22,4,3,1,0,0
13,0,136.46650943248483,5,35784,10,4,2,2,0,0
49,0,131.08924982433533,8,28496,21,3,1,2,0,0
66,0,125.56324931194176,11,16245,9,4,2,0,0,0
267,2,105.19753453367173,8,6416,13,4,2,0,0,0
295,0,111.22505620783274,9,14522,18,3,3,0,0,0
3,0,104.4086003373512,4,26706,22,2,1,0,0,0
21,0,275.5987631886193,5,10703,19,4,1,1,0,0
185,0,98.81737345144826,8,8862,4,3,3,0,1,0
83,0,86.46137213509843,8,2346,10,4,1,1,0,0
35,0,137.24400931121468,7,18143,19,4,2,2,0,0
120,0,176.32486015098618,10,30079,8,4,3,0,0,0
333,0,81.12418685312392,10,6194,6,4,2,0,0,0
66,0,112.34651284091487,6,26260,17,2,1,0,1,0
104,0,91.22299587047824,6,35109,7,3,2,1,0,0
56,0,87.19020310285916,3,35319,18,4,1,1,3,0
58,0,79.44969340115082,3,34415,22,3,1,1,0,0
176,0,100.34047011590926,5,71,4,4,2,0,0,0
301,0,97.1351235428698,7,9118,25,3,1,1,0,0
209,0,99.92837796991319,5,16923,19,3,1,0,0,0
263,0,92.22395031942771,6,405,16,4,2,0,0,0
63,1,168.50712158119703,4,20704,16,4,0,2,0,0
179,0,118.09352814500342,9,29041,10,3,1,0,0,0
126,0,85.62993620934986,4,25390,15,3,0,1,0,0
104,0,82.21640218534026,6,15999,9,3,1,1,0,0
53,0,107.85359174287171,6,11947,16,4,2,1,0,0
310,0,129.5139293842294,9,5051,18,4,2,0,0,0
63,0,118.6274148719755,6,19208,25,3,1,0,0,0
27,0,66.784009368363,2,6529,18,4,1,1,1,0
13,0,95.99191824606683,10,22767,29,4,3,1,2,0
165,0,101.03908609845463,10,18635,22,3,2,0,0,0
161,1,112.96594629275297,10,27058,29,3,0,1,0,0
148,0,122.89526164016604,7,35950,17,3,3,2,1,0
59,0,128.53420441343172,7,23012,2,3,3,1,0,0
2,0,123.56773799461187,7,26636,19,4,1,0,0,0
26,0,123.81629223320351,7,32518,22,4,0,1,1,0
34,0,70.65006641205716,2,9823,6,4,1,0,2,0
90,0,99.15131898157053,6,15473,9,4,2,0,0,0
126,0,140.34049831494465,8,34608,1,3,4,1,0,0
58,0,78.54863131116291,2,7857,25,4,1,1,2,0
50,0,98.08615309368012,5,12775,16,4,2,1,0,0
29,0,162.28640819316652,4,1863,25,4,1,1,0,0
174,1,113.84069009685734,8,28338,10,3,2,2,0,0
41,0,106.76129321145461,6,30313,11,4,1,0,1,0
155,0,87.14552231941906,7,18490,25,3,3,0,1,0
179,0,116.74562050055246,8,7875,29,4,2,2,0,0
154,0,135.74451694257965,9,19286,24,4,3,1,0,0
8,0,111.57506235979055,5,9944,9,4,1,0,0,0
182,0,135.02227810396147,8,18314,6,4,2,2,0,0
104,0,95.1280632463777,6,23758,19,2,1,1,0,0
159,0,95.879490622177,7,6613,17,4,0,1,2,0
275,0,104.82195769846123,8,21711,6,3,2,0,0,0
371,0,74.11720378022142,11,3946,28,4,2,1,0,0
17,0,135.11950118733716,5,35787,12,4,1,0,0,0
159,1,123.20223558974934,5,15176,10,3,2,1,0,0
31,0,97.64088772089825,3,1364,5,3,3,0,0,0
230,0,108.95849972214498,8,29683,8,3,1,0,2,0
301,0,112.76893667894986,7,17648,27,3,1,0,0,0
21,0,66.46838330816001,2,5207,24,2,1,0,0,0
70,0,108.55662356020898,5,9127,27,4,1,1,3,0
259,0,101.4871299456025,7,19854,14,3,2,0,1,0
137,0,77.52847469425932,11,33874,4,4,0,0,0,0
225,0,102.58707781141531,10,27341,5,4,3,0,0,0
84,1,85.23114151628376,8,30300,28,3,2,1,2,0
84,0,88.05660583230974,10,22435,22,4,3,0,0,0
273,0,66.77906635576102,4,26673,19,3,3,0,0,0
230,0,85.26816740177158,9,422,24,4,3,0,2,0
173,0,131.26883589235186,10,11535,10,3,1,0,0,0
294,0,112.21495761174472,5,25200,17,3,0,1,1,0
39,0,164.9147560131569,8,6675,26,4,3,1,1,0
114,0,103.69681818551926,8,6586,4,4,0,1,0,0
61,0,93.13975708994325,4,8767,2,4,1,1,1,0
33,0,124.33475727368007,4,12080,22,4,1,0,1,0
116,0,108.8917906321741,6,1055,13,4,3,0,1,0
187,0,140.45955403820133,6,30849,4,3,2,1,0,0
16,0,96.67235141772024,4,31594,11,4,0,1,0,0
93,1,160.42500853922496,8,29069,11,4,2,0,0,0
9,0,150.44412194329493,5,16733,19,4,3,1,0,0
8,0,106.7103917172064,3,35848,16,4,1,1,0,0
130,0,85.35791338251327,5,1241,16,4,2,1,0,0
22,0,186.36066730535646,7,20418,13,3,2,0,0,0
147,0,112.42988280395558,7,32461,17,4,1,1,0,0
301,0,115.0,7,16160,19,3,2,0,1,0
65,1,99.50523101708185,10,18014,16,4,2,1,1,0
254,0,103.19372704499767,7,13898,1,3,2,0,0,0
236,0,98.67443262077742,10,13761,22,3,4,2,2,0
91,0,81.39986620215463,7,13655,18,4,2,0,0,0
267,0,97.13291584055614,8,19838,18,3,2,0,1,0
317,0,81.65692274816422,5,24424,18,3,2,0,0,0
285,0,116.22071228281564,9,5737,15,4,2,0,0,0
293,0,79.85390819899666,9,35667,3,3,2,0,0,0
181,0,71.26897044880127,10,11219,17,4,2,0,2,0
196,0,110.10519920618378,9,10972,12,4,0,2,3,0
101,0,96.65473805825157,5,30575,24,3,2,2,1,0
4,0,79.63429987702051,6,19614,12,3,1,0,0,0
324,0,78.38465754096703,11,16150,7,3,3,1,0,0
227,1,129.36725567592705,9,18017,9,3,4,0,0,0
86,0,96.3605438391949,4,7201,9,4,1,2,2,0
124,0,111.19782793406502,7,7091,7,4,1,2,1,0
291,0,115.6883751662587,9,18665,15,3,1,0,0,0
37,0,120.01183594344003,9,18477,19,4,2,1,2,0
78,0,90.23250840749428,9,8012,29,4,0,2,0,0
47,0,191.9824102665708,8,30934,3,4,9,3,0,0
50,0,95.33095424024665,11,25806,16,4,1,0,0,0
38,0,220.3857760234052,9,3574,23,4,3,0,1,0
11,0,230.74842422862145,4,33173,22,4,2,2,0,0
180,0,130.0,6,28813,20,3,2,0,0,0
268,0,108.57797721343087,7,13010,9,3,2,0,0,0
269,0,103.4464170937023,9,31562,9,4,3,1,0,0
68,0,136.36842070830917,8,5062,7,4,3,0,0,0
197,0,110.3127417372724,7,14802,10,3,2,0,2,0
188,0,123.88537457417127,6,13912,15,3,2,0,0,0
191,0,111.37018792320599,6,28801,23,3,2,0,0,0
28,1,88.40224837091277,8,10317,3,4,1,0,3,0
37,0,80.63475025049887,3,34692,14,4,1,0,0,0
14,0,96.79880224290973,4,30554,8,4,0,1,1,0
312,1,82.35021023743472,10,34107,21,3,2,0,0,0
361,0,84.37141582161307,10,19305,8,3,3,0,0,0
107,0,108.86421093895267,8,35296,23,4,1,0,1,0
66,0,128.48939369322238,6,25883,20,3,1,0,0,0
369,0,112.07542504606371,10,8688,22,3,0,2,0,0
73,0,108.49974415807418,8,28906,17,3,3,1,0,0
214,0,101.45213866770992,5,28416,18,3,1,0,0,0
174,1,107.13585315816121,9,31633,6,4,2,1,0,0
318,0,116.95202696469596,8,34411,16,3,2,0,0,0
190,0,121.64052294908647,6,26659,24,3,1,2,0,0
17,0,97.65408660697973,6,34607,13,2,2,1,0,0
18,0,114.478274052807,2,3678,29,4,3,1,0,0
153,0,87.3085161763885,6,7620,29,4,3,1,0,0
167,1,126.79717212548182,7,22365,22,3,2,1,0,0
150,0,149.62127224355072,8,20936,17,4,1,2,0,0
78,0,84.29405275233911,6,20286,8,3,2,0,0,0
306,0,70.1849059001754,11,24912,14,3,2,0,0,0
71,0,121.90852276196135,6,19432,12,3,3,2,0,0
51,0,117.51190069619938,5,27482,6,4,1,0,2,0
138,0,118.1523644359471,7,12355,16,3,4,2,0,0
225,0,91.0703770316644,7,26438,24,3,1,1,2,0
263,0,102.81264836386609,7,2007,2,4,2,0,1,0
46,0,107.22719713738636,3,6875,15,4,3,0,0,0
96,0,72.53724982625546,10,32312,24,3,1,0,0,0
50,1,135.0826627374187,10,26265,17,4,4,1,0,0
307,0,97.19698567382615,5,26261,19,3,2,0,0,0
80,0,136.8209107976926,6,12730,17,4,2,0,0,0
206,0,84.46780513499958,10,15177,27,3,2,1,2,0
130,0,196.48895951223597,7,16114,6,4,3,0,0,0
157,0,81.96820883110294,4,25001,19,3,2,1,0,0
168,0,134.77469075178976,7,1423,23,4,2,0,0,0
310,0,81.76496082524245,6,5117,22,4,2,1,0,0
255,0,103.85868263229167,6,704,1,4,1,0,1,0
192,0,102.86822545321021,7,20456,19,3,1,0,0,0
280,0,110.51433124350562,9,32654,12,3,2,0,0,0
13,0,70.97888109596342,9,17058,15,3,1,1,1,0
177,1,139.52365784372938,8,30392,6,4,3,0,0,0
103,0,112.21005768324089,10,24553,13,3,2,1,0,0
182,1,109.05900748406104,6,34112,16,4,4,0,0,0
9,0,228.2814572756543,8,14288,14,4,3,1,0,0
304,0,89.02989152774458,10,17164,4,3,2,1,0,0
105,0,73.61137387493497,4,23374,5,3,1,0,0,0
38,0,173.76563967115692,8,29505,7,4,1,0,0,0
128,0,124.11440870277582,6,9525,15,3,2,0,0,0
88,0,82.5097862989348,4,867,1,4,1,1,3,0
6,0,87.93808411194861,4,12779,20,4,1,0,3,0
153,0,113.15924373049766,8,9249,19,3,0,1,0,0
279,0,129.40445200623176,10,2781,20,4,3,0,1,0
63,0,84.48816843635979,3,25704,17,3,2,1,1,0
90,0,91.97726061866092,5,21204,4,3,4,0,0,0
62,0,131.7230357299395,5,31627,19,2,1,0,0,0
175,0,98.7162651363846,8,10432,22,3,2,0,0,0
149,0,206.24741478406594,9,19097,14,3,1,0,0,0
45,0,77.45643337903822,5,23826,19,4,1,0,0,0
212,0,126.1038500137349,6,1682,8,4,3,0,0,0
256,0,101.14170902473823,8,3925,8,4,2,0,0,0
33,0,179.58712925121114,6,30707,24,4,2,1,0,0
30,0,117.50918943185538,3,34072,23,4,3,0,0,0
124,0,110.38090077135062,5,15825,3,4,4,0,0,0
233,0,106.64264337445626,9,6353,20,4,1,1,3,0
92,0,64.01215608430532,11,11167,1,3,14,3,0,0
49,0,153.86776241682827,8,2224,15,4,2,1,0,0
221,0,102.07332687495204,8,20243,7,3,2,1,0,0
176,0,131.5661835407846,7,17498,15,4,2,0,0,0
165,0,108.90350044446926,7,15139,5,4,4,1,0,0
138,0,131.10719189218733,7,29808,18,4,2,0,0,0
276,0,98.1182374288223,9,21353,22,3,3,0,0,0
151,0,105.6939903454493,8,7282,24,4,1,1,0,0
9,0,140.44244845218446,9,15433,16,4,2,2,2,0
60,0,81.71416145549539,5,5359,22,4,1,2,0,0
131,0,95.05154425539372,7,19507,15,3,1,1,0,0
193,0,122.7291131205154,5,12001,16,3,2,0,0,0
46,1,124.30172888036948,10,8971,14,4,2,0,0,0
116,0,99.87009388060638,4,25187,28,4,1,0,0,0
61,0,74.73619402406948,3,34861,6,3,5,2,0,0
119,0,132.40998374026276,8,29806,19,4,1,1,0,0
65,0,97.06157947592585,6,2627,18,4,1,0,0,0
52,0,117.08735353195533,6,28078,13,3,2,0,0,0
255,0,101.46341860349517,6,4655,1,4,2,0,0,0
29,0,104.84514638218421,5,9471,14,4,2,0,0,0
98,0,113.83915765114132,4,27966,19,3,2,0,0,0
76,0,110.14302667384302,4,25072,20,4,1,0,3,0
252,0,92.40428486128877,7,33606,13,3,2,1,0,0
187,0,128.49277520027155,6,89,16,4,2,0,0,0
177,1,87.0388387110004,8,2394,26,4,1,1,1,0
176,0,96.22563177007923,7,3891,9,4,2,0,1,0
289,0,100.15560586805756,7,1548,10,4,0,1,0,0
63,0,94.3354894773826,3,8606,18,3,2,1,0,0
172,1,104.78254170093884,8,27007,23,4,3,1,0,0
29,0,99.77910323059778,5,16998,22,3,0,1,2,0
112,0,73.84978122823318,6,26811,30,3,1,2,0,0
295,0,113.8530530397007,7,28346,25,3,1,0,0,0
246,1,115.0903679214328,6,20177,6,3,1,1,0,0
11,0,133.19466496370384,3,20075,10,4,1,1,0,0
2,0,71.71201225358647,3,23551,24,3,1,1,0,0
188,0,113.3545139804656,8,14033,16,4,3,0,0,0
88,0,122.67981184539127,4,33090,10,4,2,0,0,0
180,0,120.19896915606425,9,31865,9,3,2,0,0,0
141,0,105.77414168663286,7,19116,21,4,4,0,0,0
233,0,104.12183771189326,7,32469,23,3,2,0,0,0
250,0,114.36608163124504,5,25752,7,3,0,1,1,0
48,0,153.28881486787364,5,9085,26,4,1,0,0,0
105,0,95.06294954083604,7,19049,24,4,1,1,2,0
204,0,105.9334406541344,9,22090,7,3,4,1,0,0
184,0,115.16952184852431,8,2962,6,4,2,0,0,0
22,0,70.80704334328442,8,20893,13,3,3,0,0,0
340,0,107.39093423438534,10,12759,14,3,0,1,1,0
164,0,150.3212614388849,8,20854,2,4,2,1,0,0
77,1,101.25235815417427,10,17062,11,3,3,1,0,0
244,0,81.76426603763261,8,28846,15,3,2,0,0,0
178,0,115.73192478039178,8,26614,10,4,3,0,0,0
276,0,74.93393534567697,6,11992,16,3,2,1,0,0
303,0,95.58117955493391,9,9952,10,3,1,1,0,0
47,0,94.65307356128972,6,9125,11,4,0,1,3,0
180,1,123.61763031997161,8,24659,3,4,5,1,0,0
232,0,87.3222750583481,9,19644,12,3,2,1,0,0
156,0,105.68358912237986,7,820,21,4,1,1,2,0
36,0,91.73423391234981,5,13183,21,3,0,1,3,0
153,0,77.85053649897554,5,6409,7,4,2,0,0,0
45,0,110.72328686804599,9,11960,3,4,2,1,0,0
117,0,85.21817844956247,10,20561,12,4,1,1,3,0
129,0,118.7619566532477,8,11878,14,4,1,0,0,0
101,0,103.92938321163754,6,18204,21,3,1,0,0,0
382,0,114.03669104263878,10,5382,22,4,0,1,0,0
157,0,119.05526943476404,5,13213,25,4,3,0,0,0
141,0,120.89495654708776,7,22657,5,3,2,1,0,0
320,0,108.80404671749625,7,10528,18,3,2,0,0,0
90,0,65.96509467819139,6,22509,20,3,4,2,0,0
201,0,85.30932309769202,7,2949,15,4,0,0,0,0
36,0,122.6118163628276,4,2302,17,4,2,0,1,0
96,0,83.1185716055495,3,2820,12,4,1,0,0,0
80,0,98.444007605485,5,2816,19,4,2,0,0,0
222,0,107.14050173869786,7,5490,23,4,3,1,0,0
204,1,107.42552615954577,10,19766,3,3,2,1,0,0
109,0,107.97553177898348,6,22840,3,3,1,1,0,0
25,0,118.86536027583065,5,12065,19,4,1,0,3,0
71,0,97.33845763083421,3,31951,10,3,1,1,0,0
21,0,155.34183194786155,5,28461,3,4,2,0,0,0
105,0,75.0,4,16481,6,3,1,0,0,0
100,0,66.20457171550169,9,27936,29,3,2,2,0,0
37,1,147.19937224032535,9,2371,12,4,2,2,0,0
155,0,130.1748696009019,8,24175,16,4,2,0,0,0
86,0,137.87772574003955,5,9161,29,4,4,0,0,0
162,1,103.1345760344132,4,28443,25,4,3,0,0,0
87,0,71.77680305875822,2,28722,26,3,1,0,0,0
227,0,105.56699941012296,9,28967,10,2,1,1,0,0
252,1,95.14484448700017,8,10875,16,3,1,0,2,0
87,0,94.5708275697813,6,2446,11,4,3,0,2,0
358,0,108.4222752577489,10,31898,11,3,2,0,0,0
211,0,129.65741079578686,7,498,10,4,3,0,0,0
296,0,55.49186786641118,10,20530,16,3,2,0,0,0
178,0,105.96124796569136,8,7534,21,2,3,0,0,0
245,0,75.63626220442298,6,6738,17,4,2,0,0,0
24,0,127.72411038635909,7,8253,3,4,1,1,2,0
244,0,110.34598670076069,6,33291,6,3,3,2,0,0
99,0,97.75678073340319,9,12243,19,4,3,0,0,0
50,0,136.50024021396325,8,9533,14,4,1,0,0,0
47,0,130.6976320173036,4,16629,20,4,2,1,1,0
165,1,99.64538266080422,7,8673,7,4,2,0,0,0
40,0,98.55538289818955,6,19778,22,4,0,2,0,0
147,1,107.7353010727277,9,22882,25,4,4,2,0,0
173,0,88.45762790773037,9,1572,11,4,2,1,3,0
27,0,103.17850646227848,5,9472,13,4,2,0,0,0
234,0,93.52521181148602,8,21766,8,4,2,1,0,0
97,0,78.40658387523669,4,14523,8,4,4,0,1,0
277,0,97.87195493333111,10,16895,18,3,1,0,0,0
216,0,92.15626449471617,8,9978,13,4,1,1,0,0
29,0,104.98331902596462,10,8345,20,4,3,1,0,0
22,0,134.15887057110268,9,13940,14,3,0,0,0,0
30,0,84.73545494610704,9,31623,20,3,2,0,1,0
102,0,75.29001218825508,4,4863,6,4,1,0,0,0
122,1,98.56451894790825,4,35037,29,4,1,0,0,0
64,0,168.3,8,26719,19,4,1,1,0,0
29,1,98.20946748534527,9,30906,16,4,0,1,0,0
36,0,71.8545012705715,2,34091,1,4,9,2,1,0
151,0,90.7546230610898,5,36039,29,3,3,1,0,0
59,0,100.12118828971079,5,24361,8,4,1,1,2,0
143,0,130.19741181276675,7,21942,13,4,4,0,0,0
60,0,125.3396709252225,7,30434,6,4,2,0,0,0
204,0,113.63983888960354,6,20249,15,3,2,1,0,0
265,0,102.36649624238242,11,20815,6,2,2,1,0,0
220,0,102.2368285219735,8,13673,6,3,2,0,0,0
288,0,111.18965479839656,8,16947,8,3,2,0,0,0
320,0,79.3366372885364,5,29398,18,3,3,0,0,0
257,0,101.5,7,3877,1,4,2,0,1,0
246,0,100.44027479317795,9,6301,19,4,2,1,0,0
246,0,83.56693475127966,9,21203,10,3,3,0,0,0
258,0,106.21826418871413,10,29740,22,3,2,0,0,0
125,0,107.5569715752447,8,15973,15,4,1,0,2,0
250,1,87.25371329217367,10,6576,10,4,4,0,2,0
18,0,137.72627108165707,6,12120,11,4,3,0,2,0
261,0,68.28193542242546,6,22506,9,3,1,0,0,0
106,0,112.16721991426975,6,35032,26,3,2,0,0,0
67,0,76.41792711079128,4,34877,12,4,5,2,1,0
315,0,111.67342558835743,5,28355,16,3,3,0,0,0
103,0,115.6017994521045,4,5604,17,4,1,0,0,0
160,0,93.70547850914663,8,17828,19,3,5,2,0,0
211,0,100.08519646960124,5,2435,19,4,2,0,0,0
254,0,113.26713896471145,6,28335,9,3,1,0,1,0
235,0,120.05443136773941,7,26865,6,3,2,0,0,0
77,0,128.06395152845977,8,11246,17,4,2,1,0,0
170,0,109.25379269301676,10,11517,14,3,0,0,1,0
125,0,124.36335789442357,8,30862,4,3,4,1,0,0
30,0,89.06362469987172,5,17304,1,3,1,0,2,0
41,0,134.73303380414504,6,12290,10,4,1,2,0,0
109,0,95.12030771526202,8,24557,14,3,1,1,0,0
185,0,111.80071473492869,7,24812,19,4,2,0,0,0
96,0,102.41872273018448,5,12386,14,3,2,0,0,0
72,0,110.80942665358666,11,14682,18,4,2,1,0,0
3,0,74.38600824140282,2,19173,17,3,2,0,0,0
305,0,91.65779499853699,10,31297,4,3,2,0,0,0
250,0,68.5698524912229,10,23086,28,4,2,2,2,0
274,0,114.84473413597661,9,32878,25,3,2,0,0,0
173,1,102.53694579404527,3,28455,29,3,2,0,0,0
144,1,131.7417805218178,8,34330,10,4,2,0,0,0
141,0,138.36239006325437,7,30455,17,4,5,2,0,0
286,0,104.62741445590552,9,17129,15,3,2,1,0,0
117,0,103.02187524222357,8,35428,19,3,2,0,0,0
92,0,91.00647247299919,3,29193,22,4,3,0,0,0
207,1,92.50649311565475,9,26333,17,3,3,0,2,0
288,0,113.390341359396,7,3213,27,4,1,0,0,0
194,0,127.84702122002139,6,9882,19,3,2,0,0,0
149,0,95.98010019225025,4,14994,23,3,0,2,0,0
10,0,138.99119559998672,4,31993,7,4,1,0,0,0
23,0,127.25651086053512,6,14670,20,4,2,0,0,0
57,0,86.82041213953804,7,27372,23,3,1,1,0,0
277,0,71.25410513958067,6,27173,14,3,2,1,0,0
67,0,135.18549311484136,5,30447,13,4,2,0,0,0
56,0,145.80835827352283,7,27777,17,4,2,0,1,0
85,0,68.39866564845794,7,10377,24,3,2,1,1,0
136,0,98.4068336810129,5,34538,11,4,3,2,1,0
24,0,104.63670033158488,6,14606,23,4,1,0,0,0
178,0,100.54560069098619,6,24827,4,4,2,1,0,0
190,1,163.91071247887615,7,22585,22,4,3,0,0,0
196,0,106.25541150367137,6,33531,17,4,2,0,0,0
15,0,158.4993373201884,3,19989,25,4,3,1,0,0
173,0,128.46701622273008,7,31545,23,4,2,2,0,0
11,0,164.10742319864644,7,23358,23,4,1,0,0,0
157,0,91.27908378561749,7,32702,11,4,2,1,3,0
66,0,117.78779169584999,4,727,15,4,1,2,0,0
83,0,79.2,11,32529,6,4,2,0,3,0
78,0,99.89353381587978,3,8914,25,3,1,1,0,0
188,0,135.22728739603642,6,29691,16,3,2,0,0,0
155,0,144.660979038218,9,33641,19,3,1,1,0,0
112,0,121.85382724902364,6,2295,15,4,3,0,0,0
119,0,67.87529952591608,6,24561,20,3,0,1,0,0
155,0,113.47975028019232,6,31890,7,4,3,2,0,0
